"State","year","wind_capacity","solar_capacity","Population","real_gdp","is_corporate","is_public","gb","is_rps","real_gdp_per_capita","wind_capacity_per_capita","solar_capacity_per_capita"
"OH",2022,1102.3,482.7,11777874,694473400000,1,1,1,1,58964.2409147865,9.35907448152357e-05,4.09836274356476e-05
"OH",2023,1106.8,1809.8,11824034,707996200000,1,1,1,1,59877.720243362,9.36059554632539e-05,0.000153061129560351
"OH",2024,1106.8,3238,11883304,721997300000,1,1,1,1,60757.2860207902,9.31390798384018e-05,0.000272483141052354
"OK",2010,1532.93857072086,0,3759558,158086400000,0,0,0,1,42049.198336613,0.000407744360034043,0
"OK",2011,2068.89680437773,0,3786536,163859300000,0,0,0,1,43274.1957292892,0.000546382446747562,0
"OK",2012,3132.9,0,3815196,1.72016e+11,0,0,0,1,45087.0676106811,0.000821163578489808,0
"OK",2013,3132.9,0,3847936,176086800000,0,0,0,1,45761.3640143703,0.000814176743064334,0
"OK",2014,3779.5,0,3871400,186574400000,0,0,0,1,48193.0051144289,0.000976261817430387,0
"OK",2015,5012.1,2.5,3900900,193792600000,0,0,0,0,49678.9458842831,0.0012848573406137,6.40877746161142e-07
"OK",2016,6654.8,2.5,3916688,190093500000,0,0,0,0,48534.2462815522,0.00169908861773008,6.38294395673079e-07
"OK",2017,6908.4,20.5,3920316,192538600000,0,0,0,0,49113.0306842612,0.00176220488348388,5.22917030157773e-06
"OK",2018,8070.7,30.5,3928371,196030500000,0,0,0,0,49901.218596716,0.00205446481505947,7.76403247045658e-06
"OK",2019,8170.7,30.5,3943727,200072200000,0,0,0,0,50731.7570409919,0.00207182190856517,7.73380104657346e-06
"OK",2020,9321.5,40.5,3965415,1.91377e+11,0,0,0,0,48261.5312646974,0.00235069973760628,1.02133068039537e-05
"OK",2021,10412.5,42.5,3992238,194991200000,1,0,1,0,48842.5790245972,0.00260818618529256,1.06456578991533e-05
"OK",2022,11594.7,47.5,4026229,194170900000,1,0,1,0,48226.4918364057,0.0028797914872701,1.17976399255979e-05
"OK",2023,12245.9,47.5,4063882,207072700000,1,0,1,0,50954.4076328988,0.00301335028920623,1.16883315017513e-05
"OK",2024,12748.9,173.5,4095393,210315900000,1,0,1,0,51354.2656345801,0.00311298573787668,4.23646766012444e-05
"OR",2010,2033.62453404267,0,3837609,180738200000,0,0,0,1,47096.5645536062,0.000529919680207825,0
"OR",2011,2448.1405760927,0,3872651,185959400000,0,0,0,1,48018.6311650598,0.000632161425362807,0
"OR",2012,3161.4,0,3900064,187352400000,0,0,0,1,48038.2886024434,0.000810602082427365,0
"OR",2013,3161.4,10.7,3924055,189609700000,0,0,0,1,48319.8375150195,0.000805646200167939,2.72677115891597e-06
"OR",2014,3158.4,13.9,3965375,195808200000,0,0,0,1,49379.4912208808,0.000796494656873562,3.50534312643823e-06
"OR",2015,3158.4,18.9,4018453,205581800000,0,0,0,1,51159.4387193281,0.000785974104960292,4.70330248978898e-06
"OR",2016,3161.2,99.9,4093165,214769300000,0,1,1,1,52470.2278065995,0.000772311890676286,2.44065411484756e-05
"OR",2017,3211.2,224.5,4147171,225534500000,0,1,1,1,54382.7346400715,0.000774310970056455,5.41332874868193e-05
"OR",2018,3211.2,312.8,4183398,234308300000,0,1,1,1,56009.0863934056,0.000767605664103678,7.47717525322716e-05
"OR",2019,3426.2,400.7,4215959,239794800000,0,1,1,1,56877.8776074435,0.000812673937293982,9.50436187828202e-05
"OR",2020,3766.2,574.4,4243779,236651400000,0,1,1,1,55764.3081791017,0.000887463743988554,0.000135351063285812
"OR",2021,3772,718.8,4254280,250919900000,1,1,1,1,58980.5795575279,0.000886636516637363,0.000168959259851256
"OR",2022,3980.9,786.4,4247372,254237500000,1,1,1,1,59857.6013591463,0.000937261911600868,0.000185149782029923
"OR",2023,3980.9,1003.4,4253653,258023400000,1,1,1,1,60659.2498259731,0.000935877938327362,0.000235891362083367
"OR",2024,3980.9,1050.6,4272371,263347700000,1,1,1,1,61639.7077875493,0.000931777694399667,0.000245905610725286
"PA",2010,746.115542014594,0,12716596,666805800000,0,0,0,1,52435.8719896425,5.86725836076411e-05,0
"PA",2011,787.774249605055,0,12773059,676468300000,0,0,0,1,52960.5554941851,6.16746739841298e-05,0
"PA",2012,1344.1,0,12816003,6.89007e+11,0,0,0,1,53761.4574528424,0.000104876692054457,0
"PA",2013,1344.1,47.2,12847236,7.04195e+11,0,0,0,1,54812.9574330229,0.000104621725638106,3.67394200589138e-06
"PA",2014,1344.1,48.5,12880907,718691600000,0,0,0,1,55795.1082171465,0.00010434824193669,3.76526280331036e-06
"PA",2015,1333.7,48.5,12899169,734145100000,0,0,0,1,56914.1391976491,0.000103394257413016,3.75993213206215e-06
"PA",2016,1373.4,54.2,12918673,744847100000,0,0,0,1,57656.6261875349,0.000106311228715209,4.19547735282099e-06
"PA",2017,1373.4,55.2,12945701,7.54318e+11,0,0,0,1,58267.8373307092,0.000106089272415607,4.2639637668134e-06
"PA",2018,1373.4,59.7,12980946,763855400000,0,0,0,1,58844.3554113853,0.000105801225889084,4.59904848229089e-06
"PA",2019,1463.4,82.8,12991539,771852500000,1,0,1,1,59411.9372616285,0.000112642543735581,6.37337885834773e-06
"PA",2020,1463.4,150.8,12996143,738176100000,1,0,1,1,56799.628936062,0.000112602639106079,1.16034426521777e-05
"PA",2021,1463.4,156.8,13015571,7.6614e+11,1,0,1,1,58863.3414546315,0.000112434560112653,1.20471088052918e-05
"PA",2022,1463.4,177.9,12984990,776824700000,1,0,1,1,59824.8208123379,0.000112699355178556,1.37004341166223e-05
"PA",2023,1556,691.6,13017721,789918500000,1,0,1,1,60680.2450290646,0.000119529370770813,5.3127578936436e-05
"PA",2024,1556,876,13078751,803232500000,1,0,1,1,61415.0770207339,0.000118971605163215,6.69788728296762e-05
"RI",2010,0.349356804333108,0,1054975,56050600000,0,0,0,1,53129.7898054456,3.31151737560708e-07,0
"RI",2011,0.349356804333108,0,1058746,56026600000,0,0,0,1,52917.8858763103,3.29972254282999e-07,0
"RI",2012,3,0,1063756,56487400000,0,0,0,1,53101.839143563,2.82019560876742e-06,0
"RI",2013,3,6.9,1068358,57037200000,0,0,0,1,53387.722093156,2.80804748969915e-06,6.45850922630804e-06
"RI",2014,7.5,6.9,1073245,57602700000,0,0,0,1,53671.528868059,6.98815275170161e-06,6.42910053156549e-06
"RI",2015,7.5,10.2,1077555,58387900000,0,1,1,1,54185.5404132504,6.96020156743739e-06,9.46587413171485e-06
"RI",2016,51,10.2,1082431,5.863e+10,0,1,1,1,54165.1153745597,4.71161672198967e-05,9.42323344397934e-06
"RI",2017,52.5,18.7,1085105,58771600000,0,1,1,1,54162.131775266,4.83824146050382e-05,1.72333552974136e-05
"RI",2018,52.5,31.6,1091824,58740100000,1,1,1,1,53799.9714239658,4.80846729875877e-05,2.89423936458623e-05
"RI",2019,73.5,79.5,1094580,60157600000,1,1,1,1,54959.5278554331,6.71490434687277e-05,7.26305980376035e-05
"RI",2020,73.5,178.5,1096530,58132300000,1,1,1,1,53014.7829972732,6.70296298322891e-05,0.000162786243878416
"RI",2021,78,230.9,1097246,6.066e+10,1,1,1,1,55283.8652407938,7.10870670752046e-05,0.000210435945995702
"RI",2022,78,254.1,1099498,61517300000,1,1,1,1,55950.3518878616,7.09414660144902e-05,0.00023110546813182
"RI",2023,78,385.5,1103429,62119300000,1,1,1,1,56296.5990562148,7.06887348438368e-05,0.000349365477978193
"RI",2024,78,418.7,1112308,63459100000,1,1,1,1,57051.7338722728,7.01244619296094e-05,0.000376424515511891
"SC",2010,0,0,4633669,188777200000,0,0,0,0,40740.329099899,0,0
"SC",2011,0,0,4661744,1.93221e+11,0,0,0,0,41448.2219529858,0,0
"SC",2012,0,0,4699358,195406100000,0,0,0,0,41581.4458060016,0,0
"SC",2013,0,2.5,4738067,200147300000,0,0,0,0,42242.3954747791,0,5.27641335591075e-07
"SC",2014,0,2.5,4789723,206077900000,0,0,0,1,43025.0141814046,0,5.21950851855107e-07
"SC",2015,0,2.5,4850136,213212400000,0,0,0,1,43960.0868924088,0,5.15449463685142e-07
"SC",2016,0,19.3,4908404,220559300000,0,0,0,1,44935.0338725174,0,3.93203167465433e-06
"SC",2017,0,255.6,4963742,224937600000,0,0,0,1,45316.134480801,0,5.14934096091215e-05
"SC",2018,0,353,5019607,231663300000,0,1,1,1,46151.6807989151,0,7.03242305622731e-05
"SC",2019,0,658,5076874,239021300000,0,1,1,1,47080.4081409151,0,0.000129607313476758
"SC",2020,0,1098.8,5132249,233294400000,0,1,1,1,45456.5629999636,0,0.000214097172604057
"SC",2021,0,1138.9,5194274,2.45812e+11,0,1,1,1,47323.6490797366,0,0.000219260670499862
"SC",2022,0,1341.4,5287935,256608500000,1,1,1,1,48527.1660865725,0,0.00025367180194159
"SC",2023,0,1559.9,5387830,266037800000,1,1,1,1,49377.5416076602,0,0.000289522869132842
"SC",2024,0,1649.2,5478831,278032800000,1,1,1,1,50746.7377621248,0,0.000301013117579279
"SD",2010,715.516504905941,0,816068,44810700000,0,0,0,1,54910.4976546072,0.000876785396444832,0
"SD",2011,790.5,0,823113,47630300000,0,0,0,1,57866.0524132167,0.000960378465654169,0
"SD",2012,790.5,0,832730,48653900000,0,0,0,1,58426.9811343413,0.000949287283993611,0
"SD",2013,790.5,0,841120,48610100000,0,0,0,1,57792.1105193076,0.000939818337454822,0
"SD",2014,660,0,847538,49640900000,0,0,0,1,58570.7071541335,0.00077872614561235,0
"SD",2015,837.8,0,852029,50860800000,0,0,0,0,59693.742818613,0.0009832998642065,0
"SD",2016,837.8,1,860557,51264300000,0,0,0,0,59571.0685056307,0.000973555499519497,1.16203807533958e-06
"SD",2017,837.8,1,870094,51615100000,0,0,0,0,59321.2917225035,0.000962884469953821,1.14930110999501e-06
"SD",2018,877.8,1,875247,51937800000,1,0,1,0,59340.7346726124,0.00100291689088909,1.14253462165537e-06
"SD",2019,1374.6,1,882486,52510200000,1,0,1,0,59502.5870098789,0.00155764510711785,1.13316245243551e-06
"SD",2020,2150.4,1,887948,53349200000,1,0,1,0,60081.4462108141,0.00242176343659764,1.12619207431066e-06
"SD",2021,2758.7,1,896492,56015400000,1,0,1,0,62482.8777055456,0.00307721652842412,1.11545892210973e-06
"SD",2022,2758.7,1,909723,55257200000,1,0,1,0,60740.6870003287,0.00303246152949854,1.0992357014168e-06
"SD",2023,3156.1,81,918305,5.7253e+10,1,0,1,0,62346.3881825755,0.00343687554788442,8.82059882065327e-05
"SD",2024,3456.6,209,924669,5.7718e+10,1,0,1,0,62420.1741379888,0.00373820253517745,0.000226026826896976
"TN",2010,28.8,0,6356388,2.92687e+11,0,0,0,0,46046.119274028,4.53087508188613e-06,0
"TN",2011,28.8,0,6404657,301508900000,0,0,0,0,47076.5101081916,4.49672792781877e-06,0
"TN",2012,28.8,15.9,6463610,311754200000,0,0,0,0,48232.210792421,4.45571437633149e-06,2.45992564526634e-06
"TN",2013,28.8,15.9,6508290,318347900000,0,0,0,0,48914.2155619986,4.4251254937933e-06,2.44303803303172e-06
"TN",2014,28.8,47.5,6559452,323879600000,0,0,0,0,49376.0149475901,4.39061067906282e-06,7.24145858525987e-06
"TN",2015,28.8,47.5,6613679,335461100000,0,0,0,0,50722.313556494,4.35461110223221e-06,7.18208428319548e-06
"TN",2016,28.8,72.6,6673101,343544900000,0,0,0,0,51482.0471022393,4.31583457226258e-06,1.08794996509119e-05
"TN",2017,28.8,91.6,6740060,355417500000,0,1,1,0,52732.0973403798,4.27295899443032e-06,1.35903834683964e-05
"TN",2018,28.8,180.6,6806981,362363700000,0,1,1,0,53234.1283162095,4.23095054914947e-06,2.65315857352915e-05
"TN",2019,28.8,183.5,6862615,370197400000,0,1,1,0,53944.0723397714,4.19665098508367e-06,2.67390783250991e-05
"TN",2020,28.8,185.2,6927904,3.68057e+11,0,1,1,0,53126.7465599985,4.15710148408523e-06,2.67324720434925e-05
"TN",2021,28.8,194,6965740,401673700000,0,1,1,0,57664.1821256607,4.13452124253848e-06,2.78505944809884e-05
"TN",2022,28.8,362.7,7062217,415451600000,0,1,1,0,58827.3625690063,4.07803951648611e-06,5.1357810160747e-05
"TN",2023,28.8,576.3,7148304,428276100000,1,1,1,0,59912.9667680613,4.02892770089241e-06,8.06205220147324e-05
"TN",2024,1.8,593.6,7227750,440200200000,1,1,1,0,60904.1817993151,2.49040157725433e-07,8.21279097921206e-05
"TX",2010,9667.89643169927,14.1792,25238386,1323059100000,0,0,0,1,52422.492468417,0.000383063181286603,5.61810886005151e-07
"TX",2011,9981.9302508365,44.5632,25627909,1370174900000,0,0,0,1,53464.1706430283,0.000389494525317555,1.73885430918301e-06
"TX",2012,12158.1641553075,74.9472,26052403,1438354400000,0,0,0,1,55210.0472267376,0.000466681102518932,2.87678645229003e-06
"TX",2013,12328,126.6,26433846,1511806500000,0,0,0,1,57192.074887627,0.000466371787139866,4.78931442666345e-06
"TX",2014,14000.2,186.6,26903208,1559636100000,0,0,0,1,57972.1236218372,0.000520391471530087,6.93597581373939e-06
"TX",2015,17664,318.8,27394564,1634127100000,0,0,0,1,59651.509693675,0.00064479945729379,1.16373452776982e-05
"TX",2016,20187.8,584.8,27825975,1633863300000,0,0,0,1,58717.1985887287,0.000725501981511879,2.10163345579086e-05
"TX",2017,22583.3,1234.5,28188852,1.667313e+12,0,1,1,1,59147.9567880239,0.000801142948283243,4.37939083152446e-05
"TX",2018,24187.3,1943.1,28508309,1746543300000,0,1,1,1,61264.3598047152,0.000848429838472706,6.81590760083315e-05
"TX",2019,28064.2,2444.2,28856455,1806736100000,0,1,1,1,62611.1592709499,0.000972544964376255,8.47020190109977e-05
"TX",2020,30108.1,4879.5,29239570,1782738200000,1,1,1,1,60970.0553051909,0.00102970392519452,0.000166880019097408
"TX",2021,34371,8837.7,29570351,1905512400000,1,1,1,1,64439.965558745,0.00116234670329074,0.000298870311008483
"TX",2022,39334.8,11372.6,30113488,1.975164e+12,1,1,1,1,65590.674849755,0.00130621866188334,0.000377658011586037
"TX",2023,40303.7,15064.3,30727890,2137536700000,1,1,1,1,69563.4064037589,0.00131163252667202,0.000490248435541783
"TX",2024,42282.9,22465.6,31290831,2221943300000,1,1,1,1,71009.4052791375,0.00135128721893004,0.00071796111774724
"UT",2010,223.144434414064,0,2776212,133739100000,0,0,0,1,48173.2302864479,8.03773034674817e-05,0
"UT",2011,324.4,0,2818798,138301100000,0,0,0,1,49063.8562961943,0.000115084514747066,0
"UT",2012,324.4,0,2861360,140622500000,0,0,0,1,49145.3364833506,0.00011337266195096,0
"UT",2013,324.4,1.3,2909190,145026900000,0,0,0,1,49851.2988151341,0.000111508701734847,4.46859778838783e-07
"UT",2014,324.4,1.3,2951948,150076300000,0,1,1,1,50839.7505647118,0.000109893534709961,4.40387161291459e-07
"UT",2015,324.4,166.4,3000449,155431500000,0,1,1,1,51802.746855554,0.000108117151799614,5.54583663978291e-05
"UT",2016,388.2,855.8,3064277,162528200000,0,1,1,1,53039.6566628931,0.000126685674956931,0.000279282845512987
"UT",2017,388.2,857.1,3126779,1.72075e+11,0,1,1,1,55032.6710010525,0.000124153321996854,0.00027411595127126
"UT",2018,388.2,859.1,3181595,1.82106e+11,0,1,1,1,57237.3290755109,0.000122014272715415,0.000270021797243207
"UT",2019,388.2,916.7,3233028,192760600000,0,1,1,1,59622.3107254252,0.000120073194540845,0.00028354223965892
"UT",2020,389.7,1195.7,3284077,195323200000,0,1,1,1,59475.8283682143,0.000118663478353279,0.000364090123343637
"UT",2021,389.7,1457.2,3339738,211289500000,0,1,1,1,63265.2920678209,0.000116685799904064,0.000436321651578657
"UT",2022,389.7,1542.7,3391011,217848800000,0,1,1,1,64243.0236882157,0.000114921479169487,0.000454938070091781
"UT",2023,389.7,1632.3,3443222,226322100000,0,1,1,1,65729.7438271479,0.00011317887722604,0.000474061794447178
"UT",2024,389.7,2200.7,3503613,234300600000,0,1,1,1,66873.9955012155,0.000111228038028173,0.000628123026144725
"VA",2010,0,0,8025105,475699300000,0,0,0,0,59276.3957605539,0,0
"VA",2011,0,0,8107953,479571400000,0,0,0,0,59148.2708397545,0,0
"VA",2012,0,0,8197400,483041400000,0,0,0,0,58926.1717129822,0,0
"VA",2013,0,0,8270221,488741300000,0,0,0,0,59096.5223299353,0,0
"VA",2014,0,0,8334206,488918600000,0,0,0,0,58664.0886966317,0,0
"VA",2015,0,0,8390494,498943600000,0,0,0,0,59465.3425650504,0,0
"VA",2016,0,139,8445270,505107700000,0,0,0,0,59809.5383569738,0,1.64589172400646e-05
"VA",2017,0,406,8503046,515167200000,0,0,0,0,60586.1946413085,0,4.77475953911104e-05
"VA",2018,0,462,8547370,527767500000,1,0,1,0,61746.1862537833,0,5.40517141530085e-05
"VA",2019,0,625.6,8597508,5.41028e+11,1,0,1,0,62928.4671790942,0,7.27652710529609e-05
"VA",2020,0,1301,8637615,535224400000,1,1,1,1,61964.3732673892,0,0.000150620281177154
"VA",2021,12,2203.1,8658910,565790700000,1,1,1,1,65342.023418652,1.3858557254897e-06,0.000254431562402196
"VA",2022,12,2848.7,8683414,579301800000,1,1,1,1,66713.59905217,1.38194493548275e-06,0.000328062211475809
"VA",2023,12,3669.4,8734685,5.99261e+11,1,1,1,1,68607.0533739912,1.37383317200334e-06,0.000420095286779088
"VA",2024,12,4690.7,8811195,613708700000,1,1,1,1,69651.0178244835,1.36190380532947e-06,0.000532356848304912
"VT",2010,6.57608695652174,0,626366,30890600000,0,0,0,1,49317.1723880287,1.04987929685228e-05,0
"VT",2011,47.0443143812709,0,629600,31663600000,0,0,0,1,50291.6137229987,7.47209567682194e-05,0
"VT",2012,120.898829431438,0,630693,31898100000,0,0,0,1,50576.2708639544,0.000191692042612552,0
"VT",2013,121,12.3,632859,31494600000,0,0,0,1,49765.5875953411,0.000191195827190575,1.94356088797031e-05
"VT",2014,121,30.3,633872,31847700000,0,0,0,1,50243.1090188555,0.000190890274377161,4.78014488729586e-05
"VT",2015,121,32.5,635912,32042900000,0,1,1,1,50388.8902867063,0.000190277900086804,5.11077004365384e-05
"VT",2016,121,66,636397,32312700000,0,1,1,1,50774.4379687522,0.000190132888747119,0.000103708848407519
"VT",2017,151,74.3,639087,32589200000,0,1,1,1,50993.3702297183,0.00023627456042761,0.00011625960158789
"VT",2018,151,100.6,640680,32827800000,0,1,1,1,51238.9960666792,0.00023568708247487,0.000157020665542861
"VT",2019,151,121.6,641847,33339400000,0,1,1,1,51942.9085124648,0.000235258558503818,0.000189453249762015
"VT",2020,151,123.8,642977,32408700000,0,1,1,1,50404.1357622434,0.000234845103324069,0.000192541879414038
"VT",2021,151,133.8,647210,33584300000,0,1,1,1,51890.8854931166,0.000233309126867632,0.000206733517714498
"VT",2022,151,139.3,648142,34915900000,0,1,1,1,53870.7567168923,0.000232973638492799,0.000214922038689053
"VT",2023,151,146.5,648708,35499400000,0,1,1,1,54723.2344907108,0.000232770368177978,0.000225833502901151
"VT",2024,151,155.5,648493,36398900000,0,1,1,1,56128.4393200852,0.000232847540374376,0.00023978670548487
"WA",2010,2215.01201639719,0,6743680,403471300000,0,0,0,1,59829.5441064819,0.00032845746186017,0
"WA",2011,2578.41087985362,0,6830840,411575700000,0,0,0,1,60252.5750859338,0.000377466150554488,0
"WA",2012,2811,0,6904658,4.26447e+11,0,0,0,1,61762.2190700828,0.000407116471228553,0
"WA",2013,2811,0.5,6975001,439472200000,0,0,0,1,63006.7579918627,0.000403010694908861,7.16845775362613e-08
"WA",2014,3077.8,0.5,7068971,456186500000,0,0,0,1,64533.6499470715,0.000435395759863777,7.07316524569135e-08
"WA",2015,3077.8,0.5,7181417,476715400000,0,1,1,1,66381.8018087517,0.000428578371093059,6.96241424220318e-08
"WA",2016,3074,0.5,7316788,495724900000,0,1,1,1,67751.7101766513,0.000420129707188455,6.83359966149081e-08
"WA",2017,3074,0.5,7447469,527169400000,0,1,1,1,70785.0411999029,0.000412757676466998,6.71369024832463e-08
"WA",2018,3074,19.7,7549002,561785700000,0,1,1,1,74418.5390333716,0.000407206144600306,2.60961647645609e-06
"WA",2019,3083.4,19.7,7638923,588794400000,0,1,1,1,77078.1954471854,0.000403643288458334,2.57889757495919e-06
"WA",2020,3386.8,23.4,7727209,587167800000,0,1,1,1,75987.047846124,0.000438295379353658,3.02826026835821e-06
"WA",2021,3386.8,23.4,7743760,626122200000,0,1,1,1,80855.0626569005,0.000437358595824251,3.0217878653264e-06
"WA",2022,3386.8,188.4,7794123,643017600000,0,1,1,1,82500.3146601613,0.000434532531755016,2.41720588705105e-05
"WA",2023,3386.8,188.4,7857320,670977800000,0,1,1,1,85395.2492707437,0.000431037554789674,2.39776412313613e-05
"WA",2024,3386.8,268.4,7958180,702232300000,0,1,1,1,88240.3137400762,0.000425574691700866,3.37263042554956e-05
"WI",2010,455.310518223324,0,5692038,287652900000,0,0,0,1,50536.0118818602,7.99907727642233e-05,0
"WI",2011,616.581051822332,0,5713359,2.93664e+11,0,0,0,1,51399.5357197053,0.000107919185862875,0
"WI",2012,634.5,0,5734379,299007600000,0,0,0,1,52142.9783416827,0.000110648424179846,0
"WI",2013,634.5,0,5757584,301550500000,0,0,0,1,52374.4855481049,0.000110202473815406,0
"WI",2014,637.5,1,5778789,309425800000,0,0,0,1,53545.0939634584,0.000110317230824659,1.730466365877e-07
"WI",2015,637.5,1,5794536,315687800000,0,0,0,0,54480.2551921327,0.000110017437116622,1.72576371947642e-07
"WI",2016,637.5,3.1,5812814,319272300000,0,0,0,0,54925.6005783085,0.000109671494735596,5.33304523420154e-07
"WI",2017,735.5,18.4,5836809,321886800000,0,0,0,0,55147.7356891411,0.000126010633549941,3.15240741987617e-06
"WI",2018,736.2,23.9,5859000,328832400000,0,0,0,0,56124.3215565796,0.000125652841781874,4.07919440177505e-06
"WI",2019,734.8,40.4,5880280,333256800000,0,1,1,0,56673.6277864319,0.000124960035916657,6.87042113640847e-06
"WI",2020,734.8,208.2,5897375,324014400000,0,1,1,0,54942.1395112232,0.000124597808346934,3.53038428114203e-05
"WI",2021,734.8,502.5,5881608,334848600000,1,1,1,0,56931.471801589,0.000124931821365858,8.54358195921932e-05
"WI",2022,734.8,773.7,5903975,341875200000,1,1,1,0,57905.9362548114,0.000124458521589268,0.000131047302876452
"WI",2023,826.4,1651,5930405,347108200000,1,1,1,0,58530.2690119815,0.000139349673420281,0.000278395826254699
"WI",2024,826.4,2109.4,5960975,354382100000,1,1,1,0,59450.3583725817,0.00013863503873108,0.00035386828497016
"WV",2010,428.297202797203,0,1854404,71823800000,0,0,0,1,38731.4738320237,0.000230962186663318,0
"WV",2011,564.198243220194,0,1857305,73175200000,0,0,0,1,39398.5909691731,0.000303772532362856,0
"WV",2012,583.3,0,1858706,73124500000,0,0,0,1,39341.6172326339,0.000313820475104723,0
"WV",2013,583.3,0,1856588,7.3949e+10,0,0,0,1,39830.5924631636,0.000314178482248081,0
"WV",2014,583.3,0,1852948,74111300000,0,0,0,1,39996.4273147439,0.000314795666149293,0
"WV",2015,583.3,0,1846270,74261400000,0,0,0,0,40222.3943410227,0.000315934289134309,0
"WV",2016,686.3,0,1835935,73513300000,0,0,0,0,40041.3413328903,0.000373814977109756,0
"WV",2017,686.3,0,1822742,75172400000,0,0,0,0,41241.3824885804,0.000376520648561343,0
"WV",2018,686.3,0,1810572,77406500000,0,0,0,0,42752.5113610505,0.000379051482073069,0
"WV",2019,686.3,0,1800441,77162200000,0,0,0,0,42857.3888286259,0.000381184387602815,0
"WV",2020,742.5,0,1791646,74729600000,0,0,0,0,41710.0253063384,0.00041442338497672,0
"WV",2021,741,0,1785618,76230800000,0,1,1,0,42691.5499283721,0.000414982375849706,0
"WV",2022,856,0,1774122,77549100000,0,1,1,0,43711.2554829938,0.000482492184866655,0
"WV",2023,856,0,1770495,80364900000,0,1,1,0,45391.2041547703,0.000483480608530383,0
"WV",2024,856,140.4,1769979,82716500000,0,1,1,0,46733.0403355068,0.00048362155709192,7.93229750183477e-05
"WY",2010,1433,0,564402,39135800000,0,0,0,0,69340.2929117898,0.00253897045014015,0
"WY",2011,1433,0,566844,38929800000,0,0,0,0,68678.1548362512,0.00252803240397711,0
"WY",2012,1433,0,575491,3.8085e+10,0,0,0,0,66178.2721189384,0.00249004762889428,0
"WY",2013,1433,0,580937,38408700000,0,0,0,0,66115.0864895849,0.00246670465127888,0
"WY",2014,1433,0,580959,39287200000,0,0,0,0,67624.7377181522,0.00246661124106865,0
"WY",2015,1433,0,583671,40063900000,0,0,0,0,68641.2379576851,0.00245515024731398,0
"WY",2016,1487.3,0,582007,37853500000,0,0,0,0,65039.5957436938,0.00255546754592299,0
"WY",2017,1487.3,0,576240,37620300000,0,0,0,0,65285.8184089963,0.00258104262113008,0
"WY",2018,1487.3,92,574783,37977200000,0,0,0,0,66072.2394364482,0.00258758522781641,0.00016006040540517
"WY",2019,1589.3,92,575327,38577100000,0,0,0,0,67052.4762439448,0.00276242901862767,0.0001599090604126
"WY",2020,2608.3,92,577681,36463500000,0,0,0,0,63120.4765259719,0.00451512166749469,0.000159257444852782
"WY",2021,3130,92,579636,37182600000,0,0,0,0,64148.1895534439,0.00539994065240944,0.000158720300326412
"WY",2022,3130,92,581978,37690600000,0,0,0,0,64762.9291828901,0.00537821017289313,0.000158081576966827
"WY",2023,3229.1,92,585067,39843200000,0,0,0,0,68100.2346739775,0.00551919694667448,0.000157246947785467
"WY",2024,3727,242,587618,39780700000,0,0,0,0,67698.232525212,0.00634255587813852,0.000411832176686215
