"State","year","wind_capacity","solar_capacity","Population","real_gdp","is_corporate","is_public","gb","is_rps","real_gdp_per_capita","wind_capacity_per_capita","solar_capacity_per_capita"
"AL",2010,0,0,4788095,1.99455e+11,0,0,0,0,41656.4416537266,0,0
"AL",2011,0,0,4812576,201372800000,0,0,0,0,41843.0379073494,0,0
"AL",2012,0,0,4839947,203675500000,0,0,0,0,42082.1756932462,0,0
"AL",2013,0,0,4865253,206962900000,0,0,0,0,42538.9799872689,0,0
"AL",2014,0,0,4887757,2.0607e+11,0,0,0,0,42160.4429189094,0,0
"AL",2015,0,0,4909177,208950300000,0,0,0,0,42563.2035675226,0,0
"AL",2016,0,75,4931579,212862800000,0,0,0,0,43163.2140537544,0,1.52081108302229e-05
"AL",2017,0,182.2,4953096,216615500000,0,0,0,0,43733.3538457563,0,3.67850734167074e-05
"AL",2018,0,196.9,4977088,220808800000,0,0,0,0,44365.0584438129,0,3.95612856352952e-05
"AL",2019,0,196.9,5003778,225272800000,0,0,0,0,45020.5424781035,0,3.93502669383014e-05
"AL",2020,0,196.9,5033094,223025500000,0,0,0,0,44311.8089986001,0,3.91210654917234e-05
"AL",2021,0,423.9,5049196,233951100000,0,0,0,0,46334.3272869582,0,8.39539601948508e-05
"AL",2022,0,423.9,5076181,239846600000,1,0,1,0,47249.4184112032,0,8.35076605818429e-05
"AL",2023,0,603.9,5117673,248313700000,1,0,1,0,48520.8218657191,0,0.000118002850123484
"AL",2024,0,666.3,5157699,255629400000,1,0,1,0,49562.682894058,0,0.000129185514703359
"AR",2010,0,0,2921546,113000900000,0,0,0,0,38678.4599660591,0,0
"AR",2011,0,0,2938773,115241800000,0,0,0,0,39214.2571066224,0,0
"AR",2012,0,0,2948793,116616200000,0,0,0,0,39547.0960491293,0,0
"AR",2013,0,0,2954563,119842800000,0,0,0,0,40561.9375860322,0,0
"AR",2014,0,0,2961050,121409400000,0,0,0,0,41002.144509549,0,0
"AR",2015,0,12,2970210,121532500000,0,0,0,0,40917.1405388845,0,4.0401183754684e-06
"AR",2016,0,13,2980475,123034900000,0,0,0,0,41280.2992811548,0,4.36172086664038e-06
"AR",2017,0,19,2990702,123882600000,0,0,0,0,41422.5823903552,0,6.35302347074366e-06
"AR",2018,0,100,2997195,126371200000,0,0,0,0,42163.155884085,0,3.33645291681055e-05
"AR",2019,0,112.2,3004206,1.2722e+11,0,0,0,0,42347.2957580139,0,3.73476386106678e-05
"AR",2020,0,213.7,3014546,128395600000,0,1,1,0,42592.0188313597,0,7.08896132286586e-05
"AR",2021,0,223.7,3026870,137634800000,1,1,1,0,45470.9980937404,0,7.39047266648386e-05
"AR",2022,0,329.7,3047704,1.38672e+11,1,1,1,0,45500.4816740733,0,0.000108179796988159
"AR",2023,0,820.9,3069463,1.41968e+11,1,1,1,0,46251.7384962777,0,0.000267440917189749
"AR",2024,0,1793.7,3088354,147389900000,1,1,1,0,47724.4188975746,0,0.000580794818210607
"AZ",2010,128.1,0,6401304,282252500000,0,0,0,1,44092.9691825291,2.00115476471669e-05,0
"AZ",2011,138.1,188.874247491639,6443158,290411300000,0,0,0,1,45072.8198811825,2.14335889326321e-05,2.93139245524693e-05
"AZ",2012,237.3,741.866889632107,6501800,297077300000,0,0,0,1,45691.5469562275,3.64975852840752e-05,0.000114101770222416
"AZ",2013,237.3,1164.4,6555926,298859900000,0,0,0,1,45586.222297201,3.61962596893254e-05,0.000177610302495788
"AZ",2014,237.3,1402.6,6629890,301721200000,0,0,0,1,45509.2316765437,3.57924490451576e-05,0.0002115570544911
"AZ",2015,267.3,1515.6,6705607,308582800000,0,0,0,1,46018.6229225781,3.98621631121538e-05,0.000226019807006286
"AZ",2016,267.3,1889.5,6793278,319008400000,0,0,0,1,46959.4207685892,3.93477199078265e-05,0.000278142599198796
"AZ",2017,267.3,2058.6,6872380,3.33099e+11,0,0,0,1,48469.2348211246,3.88948224632515e-05,0.000299546881866253
"AZ",2018,267.3,2067.3,6964300,346398300000,0,0,0,1,49739.1410479158,3.8381459730339e-05,0.00029684246801545
"AZ",2019,267.3,2158,7067695,359576700000,0,0,0,1,50876.0918517282,3.78199681791588e-05,0.00030533292678872
"AZ",2020,617.3,2411.9,7187135,3.66588e+11,1,0,1,1,51006.1380508367,8.58895790881902e-05,0.000335585737571369
"AZ",2021,617.3,2810.8,7274078,396457500000,1,0,1,1,54502.7837204935,8.48629888214011e-05,0.000386413233402226
"AZ",2022,617.3,3026.8,7377566,413798800000,1,0,1,1,56088.7967657626,8.36725825292515e-05,0.000410270812894117
"AZ",2023,855.5,3935.5,7473027,4.27644e+11,1,1,1,1,57225.0040044014,0.000114478376700633,0.000526627295739732
"AZ",2024,1234.5,5336.5,7582384,446968200000,1,1,1,1,58948.2410809054,0.000162811590655393,0.000703802392492915
"CA",2010,2051.38665363332,0,37322523,2153852800000,0,0,0,1,57709.1961333911,5.49637722410491e-05,0
"CA",2011,3268.57183878581,317.3493496557,37651212,2192887200000,0,0,0,1,58242.1410498021,8.68118624915927e-05,8.42866226074475e-06
"CA",2012,5283.59172185204,983.262739097169,37971412,2255437300000,0,0,0,1,59398.2994364286,0.000139146569578504,2.58948163185812e-05
"CA",2013,5617.8,3399.8,38292557,2340335300000,0,0,0,1,61117.2374829918,0.000146707361433189,8.87848779594426e-05
"CA",2014,5832.8,5829.2,38637421,2428675700000,0,1,1,1,62858.1214051528,0.000150962456836858,0.000150869282916166
"CA",2015,5740.7,7056.9,38966939,2545979500000,0,1,1,1,65336.9129148174,0.000147322323675462,0.000181099675291405
"CA",2016,5670.7,9861.7,39223789,2623711700000,1,1,1,1,66890.8274006879,0.000144572978403489,0.000251421401435746
"CA",2017,5871.8,10760,39424315,2740550300000,1,1,1,1,69514.2147682211,0.000148938542115443,0.000272928014094855
"CA",2018,6077.8,11837.6,39535920,2850970300000,1,1,1,1,72110.888022841,0.000153728558738484,0.000299413798894777
"CA",2019,6162.6,12795.4,39547995,2.969609e+12,1,1,1,1,75088.7371154973,0.000155825851601326,0.000323541054356864
"CA",2020,5970.6,14473.4,39521958,2930654600000,1,1,1,1,74152.5660241833,0.000151070450507538,0.000366211613301143
"CA",2021,6198.9,15580.6,39142565,3151112500000,1,1,1,1,80503.4749255702,0.000158367240368637,0.000398047496376387
"CA",2022,6176,17691.6,39142414,3147211400000,1,1,1,1,80404.1212174599,0.000157782808183471,0.000451980299426602
"CA",2023,6314.6,19939.8,39198693,3204016400000,1,1,1,1,81737.8375345321,0.000161092105800568,0.000508685327850089
"CA",2024,6487.2,22562.9,39431263,3306928600000,1,1,1,1,83865.6524900052,0.000164519203962602,0.000572208402251787
"CO",2010,1292.77952010741,27.2258823529412,5046928,279385600000,0,0,0,1,55357.5561212682,0.000256151766006452,5.39454542504691e-06
"CO",2011,1798.05939970115,78.8117647058824,5118837,283963800000,0,0,0,1,55474.280583656,0.000351263265406019,1.53964200668789e-05
"CO",2012,2298.79630335448,121.8,5188139,289339500000,0,0,0,1,55769.4194392247,0.000443086876306607,2.34766262045022e-05
"CO",2013,2330.9,121.8,5262801,301484100000,0,0,0,1,57285.8635544076,0.000442901033119056,2.31435693654387e-05
"CO",2014,2594.1,129.6,5342212,3.15399e+11,0,0,0,1,59039.0272793367,0.000485585371752375,2.42596138079133e-05
"CO",2015,2968.8,194,5441452,330526100000,0,0,0,1,60742.2614405126,0.000545589669816071,3.56522487012658e-05
"CO",2016,3027.1,419.4,5528510,337685200000,0,1,1,1,61080.6890102397,0.000547543551517497,7.58613080197015e-05
"CO",2017,3107.2,462.1,5599635,350209100000,0,1,1,1,62541.4156458412,0.000554893310010385,8.25232358894821e-05
"CO",2018,3704.2,532.6,5676918,365204500000,1,1,1,1,64331.473521372,0.000652501938551869,9.38185120870162e-05
"CO",2019,3758.4,607.9,5735797,383725600000,1,1,1,1,66900.1361101169,0.000655253315275977,0.000105983527659713
"CO",2020,4722.7,682.2,5787129,3.80544e+11,1,1,1,1,65756.9582430252,0.000816069591674905,0.000117882286709005
"CO",2021,5032.3,1060.9,5814036,406309200000,1,1,1,1,69884.190603567,0.000865543316209256,0.000182472210354391
"CO",2022,5177.3,1303.4,5850935,422576100000,1,1,1,1,72223.6873251882,0.000884867119528759,0.000222767814033142
"CO",2023,5378.8,2174.7,5901339,440225200000,1,1,1,1,74597.5108361001,0.000911454163199233,0.000368509587400419
"CO",2024,5378.8,2371.2,5957493,448838500000,1,1,1,1,75340.1640589422,0.000902862999587243,0.000398019771068132
"CT",2010,0,0,3580281,266773400000,0,0,0,1,74511.860940524,0,0
"CT",2011,0,0,3594181,261555800000,0,0,0,1,72772.0167682151,0,0
"CT",2012,0,0,3605215,263649900000,0,0,0,1,73130.1461910039,0,0
"CT",2013,0,5,3610238,2.58911e+11,0,0,0,1,71715.7705392276,0,1.38495024427752e-06
"CT",2014,0,10,3614584,260605800000,0,0,0,1,72098.421284441,0,2.76657009492655e-06
"CT",2015,0,10,3611891,268869800000,0,0,0,1,74440.1755202469,0,2.76863282972825e-06
"CT",2016,5,25.2,3607614,268196200000,0,0,0,1,74341.7117241479,1.38595758858902e-06,6.98522624648868e-06
"CT",2017,5,33.8,3607550,273875100000,0,0,0,1,75917.2014247897,1.38598217626921e-06,9.36923951157988e-06
"CT",2018,5,86.1,3611229,274582800000,0,0,0,1,76035.8315686986,1.38457018372416e-06,2.384229856373e-05
"CT",2019,5,135.9,3607133,275225400000,1,1,1,1,76300.3193949322,1.38614240173567e-06,3.76753504791756e-05
"CT",2020,5,161.5,3579918,261737100000,1,1,1,1,73112.5964337731,1.39668003568797e-06,4.51127651527214e-05
"CT",2021,5,245.8,3606607,270779800000,1,1,1,1,75078.8206200454,1.38634456152278e-06,6.815269864446e-05
"CT",2022,5,273.4,3617925,279348500000,1,1,1,1,77212.3523843087,1.38200764250226e-06,7.55681778920237e-05
"CT",2023,5,287.9,3643023,283228500000,1,1,1,1,77745.4602949254,1.37248653110343e-06,7.90277744609353e-05
"CT",2024,5,322.8,3675069,286160100000,1,1,1,1,77865.2319180946,1.36051867325484e-06,8.78350855453326e-05
"DE",2010,2,0,899773,68291900000,0,0,0,1,75899.032311483,2.22278285745405e-06,0
"DE",2011,2,12.8636363636364,908220,71103500000,0,0,0,1,78288.8507189888,2.20210962101693e-06,1.41635686988135e-05
"DE",2012,2,28.3,916654,70562400000,0,0,0,1,76978.227335505,2.18184833099512e-06,3.08731538835809e-05
"DE",2013,2,28.3,925704,68656800000,0,0,0,1,74167.1203754116,2.16051783291419e-06,3.05713273357358e-05
"DE",2014,2,29.6,935278,73961700000,0,0,0,1,79079.9099305233,2.1384016303174e-06,3.16483441286976e-05
"DE",2015,2,30.8,944716,76211200000,0,0,0,1,80671.0164747924,2.11703834803264e-06,3.26023905597026e-05
"DE",2016,2,30.8,953146,71941400000,0,0,0,1,75477.8386522107,2.09831442402318e-06,3.2314042129957e-05
"DE",2017,2,32,961604,69555600000,0,0,0,1,72332.8937899593,2.07985823686258e-06,3.32777317898012e-05
"DE",2018,2,33.4,971152,70856400000,0,0,0,1,72961.1842430433,2.0594098555118e-06,3.43921445870471e-05
"DE",2019,2,36.8,981340,74627800000,0,1,1,1,76046.8339209652,2.03802963295086e-06,3.74997452462959e-05
"DE",2020,2,36.8,991928,72728800000,0,1,1,1,73320.6442403078,2.01627537482559e-06,3.70994668967909e-05
"DE",2021,2,38.1,1005062,75205500000,0,1,1,1,74826.7271073824,1.98992698957875e-06,3.79081091514752e-05
"DE",2022,2,89.6,1020625,81111800000,0,1,1,1,79472.676056338,1.95958358848745e-06,8.77893447642376e-05
"DE",2023,2,89.6,1036423,82090900000,0,1,1,1,79205.9805697095,1.92971402602991e-06,8.64511883661401e-05
"DE",2024,2,97.3,1051917,85350500000,0,1,1,1,81138.055569023,1.90129069118571e-06,9.24977921261849e-05
"FL",2010,0,54.6448275862069,18842405,851956400000,0,0,0,0,45214.8438588386,0,2.90009834658617e-06
"FL",2011,0,68.9,19036879,849395300000,0,0,0,0,44618.4114528437,0,3.61929074613544e-06
"FL",2012,0,68.9,19268256,857861300000,0,0,0,0,44522.0003304918,0,3.57582959246545e-06
"FL",2013,0,68.9,19502928,880183500000,0,0,0,0,45130.8388155871,0,3.53280286939479e-06
"FL",2014,0,75.1,19790139,905648500000,0,0,0,0,45762.6144010408,0,3.79481922789931e-06
"FL",2015,0,84.6,20140379,9.45929e+11,0,0,0,0,46966.7924322576,0,4.20051678272787e-06
"FL",2016,0,330.6,20533473,978989700000,0,0,0,0,47677.7455036467,0,1.61005398356138e-05
"FL",2017,0,517.7,20868335,1014866900000,0,0,0,0,48631.9057078583,0,2.48079207085759e-05
"FL",2018,0,1401.6,21131181,1050433800000,0,0,0,0,49710.1321502097,0,6.63285218180659e-05
"FL",2019,0,2145,21353320,1084913900000,1,0,1,0,50807.7385624343,0,0.000100452763317367
"FL",2020,0,3785.1,21592035,1072481600000,1,0,1,0,49670.2418275999,0,0.000175300753263877
"FL",2021,0,4953,21831949,1172655300000,1,0,1,0,53712.808691519,0,0.000226869346387718
"FL",2022,0,5995.9,22379312,1245927600000,1,0,1,0,55673.1860210895,0,0.000267921551833229
"FL",2023,0,7803.4,22904868,1309392200000,1,0,1,0,57166.5464302174,0,0.000340687403219263
"FL",2024,0,10951.9,23372215,1352275100000,1,0,1,0,57858.2346602579,0,0.000468586310711244
"GA",2010,0,0,9712616,471588200000,0,0,0,0,48554.1897260223,0,0
"GA",2011,0,0,9805666,481215400000,0,0,0,0,49075.2387446197,0,0
"GA",2012,0,0,9907250,489027300000,0,0,0,0,49360.5490928361,0,0
"GA",2013,0,61.1,9980892,499900200000,0,0,0,0,50085.723801039,0,6.12169733927589e-06
"GA",2014,0,68.6,10078133,517511900000,0,0,0,0,51349.9772229638,0,6.80681630218613e-06
"GA",2015,0,241.2,10191912,540108500000,0,0,0,0,52993.8347191381,0,2.36658244301952e-05
"GA",2016,0,978.1,10318636,561718300000,1,0,1,0,54437.2628320255,0,9.47896601837685e-05
"GA",2017,0,985.9,10428854,583543300000,1,0,1,0,55954.6907071477,0,9.45357946328523e-05
"GA",2018,0,1026.2,10532841,600934700000,1,1,1,0,57053.4293644042,0,9.74286044952164e-05
"GA",2019,0,1525.1,10643103,620744900000,1,1,1,0,58323.6768449953,0,0.000143294676373986
"GA",2020,0,2207.7,10732888,603202500000,1,1,1,0,56201.3225144994,0,0.000205694869824413
"GA",2021,0,3080,10792060,643748400000,1,1,1,0,59650.1872673058,0,0.000285395003363584
"GA",2022,0,3642.9,10931805,670107200000,1,1,1,0,61298.8614414545,0,0.000333238655464491
"GA",2023,0,4134.5,11064432,679447200000,1,1,1,0,61408.2313488844,0,0.000373674852898007
"GA",2024,0,5014.4,11180878,697450900000,1,1,1,0,62378.9026228531,0,0.000448479985203309
"IA",2010,3585.32731151311,0,3051473,161593100000,0,0,0,1,52955.769230139,0.00117494970839103,0
"IA",2011,4350.26824506154,0,3070048,164559300000,0,0,0,1,53601.5397804855,0.00141700333188977,0
"IA",2012,5154.1,0,3082748,170923700000,0,0,0,1,55445.239117826,0.00167191739318297,0
"IA",2013,5154.1,0,3102460,171069100000,0,0,0,1,55139.8245263436,0.00166129458558692,0
"IA",2014,5667.2,0,3121790,180309900000,0,0,0,1,57758.4975286614,0.00181536874677669,0
"IA",2015,6314,0,3136310,185989200000,0,1,1,1,59301.9184965772,0.00201319384882234,0
"IA",2016,6935.3,2.6,3149607,186729900000,0,1,1,1,59286.7300587026,0.00220195726006451,8.25499816326291e-07
"IA",2017,7098.7,7.7,3162752,1.87125e+11,1,1,1,1,59165.2459630094,0.00224446937350763,2.43458861143713e-06
"IA",2018,8386.7,9.2,3171540,189245100000,1,1,1,1,59669.7818725288,0.00264436204493716,2.90079898093671e-06
"IA",2019,9906.3,13.8,3183858,188471400000,1,1,1,1,59195.9189134691,0.00311141388843347,4.33436415820052e-06
"IA",2020,11406.9,18.4,3191141,187261700000,1,1,1,1,58681.7379739723,0.003574552174285,5.76596270738272e-06
"IA",2021,11804.1,118.4,3198613,202470600000,1,1,1,1,63299.4988765443,0.00369038079942775,3.70160441416326e-05
"IA",2022,12542.8,261.9,3202820,202672500000,1,1,1,1,63279.3912864288,0.0039161738717755,8.17716886993337e-05
"IA",2023,12979.3,263.4,3218414,201359800000,1,1,1,1,62564.9155142875,0.00403282486342652,8.18415530133786e-05
"IA",2024,13016,677.5,3241488,206438900000,1,1,1,1,63686.4612795111,0.00401543982269871,0.000209008948976519
"ID",2010,350.063259640103,0,1571339,62626400000,0,0,0,0,39855.4353961812,0.000222780227334842,0
"ID",2011,613.554940874036,0,1586880,6.2704e+10,0,0,0,0,39514.0149223634,0.000386642304946837,0
"ID",2012,966.6,0,1600611,62007300000,0,0,0,0,38739.7687508083,0.000603894387830647,0
"ID",2013,966.6,0,1618841,64769800000,0,0,0,0,40009.9824504074,0.000597093846770622,0
"ID",2014,966.6,0,1641124,66784900000,0,0,0,0,40694.6093043548,0.000588986572617304,0
"ID",2015,966.6,0,1663458,67790500000,0,0,0,0,40752.7572081772,0.000581078692699185,0
"ID",2016,974.4,120,1697093,70442500000,0,0,0,0,41507.7429463206,0.000574158281249171,7.07091479370901e-05
"ID",2017,974.4,240,1734888,72935100000,0,0,0,0,42040.2354503576,0.000561650089227662,0.000138337460400902
"ID",2018,974.4,240,1769305,77652100000,0,0,0,0,43888.4759835076,0.000550724719593287,0.000135646482658445
"ID",2019,974.4,242,1808378,81144300000,0,0,0,0,44871.3156209598,0.000538825400441722,0.000133821579337948
"ID",2020,974.4,242,1849415,82711600000,0,0,0,0,44723.1151472222,0.000526869307321504,0.000130852188394709
"ID",2021,974.4,242,1904848,88955200000,1,0,1,0,46699.3691885127,0.00051153687853309,0.000127044257599556
"ID",2022,972.3,362,1944299,92792500000,1,0,1,0,47725.4270047971,0.000500077405789953,0.000186185355236
"ID",2023,972.3,402,1971122,95286500000,1,0,1,0,48341.2492986228,0.000493272359600268,0.000203944758366047
"ID",2024,1132.3,501.6,2001619,99567300000,1,0,1,0,49743.3827316787,0.000565692072267499,0.000250597141613864
"IL",2010,1992.55396470999,9.02857142857143,12845460,755391400000,0,0,0,1,58806.0995869358,0.000155117369460493,7.0286088848289e-07
"IL",2011,2709.99530654198,9.02857142857143,12892409,772225600000,0,0,0,1,59897.6963886268,0.000210200848153513,7.00301350086817e-07
"IL",2012,3549.8,31.6,12927420,790723300000,0,0,0,1,61166.3657558894,0.000274594621355228,2.44441659666043e-06
"IL",2013,3549.8,31.6,12959880,795435200000,0,0,0,1,61376.7411426649,0.000273906857162258,2.43829418173625e-06
"IL",2014,3551.5,31.9,12968905,811490100000,0,1,1,1,62571.9827541338,0.000273847329439147,2.45972963793011e-06
"IL",2015,3824.5,33.1,12963110,825424900000,0,1,1,1,63674.9128874167,0.000295029510665265,2.55339960858158e-06
"IL",2016,4008.5,33.1,12944999,826404700000,0,1,1,1,63839.6882070057,0.000309656261850619,2.55697200131109e-06
"IL",2017,4286.5,35.1,12922894,832826800000,0,1,1,1,64445.8431679467,0.000331698147489254,2.71610987446001e-06
"IL",2018,4643.5,40.9,12887397,851517200000,0,1,1,1,66073.6376787337,0.00036031325798375,3.17364321127067e-06
"IL",2019,5227.9,44.4,12849440,858018300000,1,1,1,1,66774.7621686237,0.00040685819771134,3.45540350396593e-06
"IL",2020,6325.3,120.2,12799088,810693100000,1,1,1,1,63339.9114061877,0.000494199274198287,9.39129412970674e-06
"IL",2021,7197.8,647.3,12700641,857114600000,1,1,1,1,67485.9324029393,0.000566727301401559,5.09659315620369e-05
"IL",2022,7059.3,899.3,12621821,872907500000,1,1,1,1,69158.6023918419,0.00055929330640959,7.12496239647195e-05
"IL",2023,7904.4,1243.6,12642259,884965300000,1,1,1,1,70000.5671454761,0.000625236360052424,9.83684956936889e-05
"IL",2024,7904.4,2953.6,12710158,899125900000,1,1,1,1,70740.7335140916,0.000621896281698465,0.000232381060880596
"IN",2010,1334.74074857608,0,6491385,320731800000,0,0,0,0,49408.8395619733,0.000205617252493278,0
"IN",2011,1335.64276973149,0,6521409,321532800000,0,0,0,1,49304.1917781878,0.000204808925453301,0
"IN",2012,1538.79797884459,0,6546485,323876200000,0,0,0,1,49473.2975024001,0.000235057130482173,0
"IN",2013,1539.7,49.2,6581401,333207400000,0,0,0,1,50628.6427464304,0.000233947148942907,7.47561195556995e-06
"IN",2014,1739.7,91,6610174,343827800000,0,0,0,1,52014.9393949388,0.000263185205109578,1.37666572771004e-05
"IN",2015,1739.7,129.5,6628925,341205200000,0,0,0,1,51472.1768612558,0.000262440742654352,1.9535595892245e-05
"IN",2016,1889.7,160.6,6658719,348439200000,0,1,1,1,52328.263138901,0.000283793324211459,2.41187531715935e-05
"IN",2017,2109.4,196.8,6686218,357535800000,0,1,1,1,53473.5481254126,0.000315484777792169,2.94336798471124e-05
"IN",2018,2309.8,216.3,6725960,368762900000,0,1,1,1,54826.8053928361,0.000343415661110087,3.21589780492301e-05
"IN",2019,2309.8,245.1,6761818,370507200000,0,1,1,1,54794.0213711756,0.000341594523839595,3.6247648191655e-05
"IN",2020,2940.4,279,6790497,359963600000,0,1,1,1,53009.9048714696,0.000433016905831782,4.1086830610484e-05
"IN",2021,3453.1,607.4,6815907,386872800000,0,1,1,1,56760.2815003198,0.000506623696596799,8.91150656838481e-05
"IN",2022,3453.1,630.4,6844545,393481500000,1,1,1,1,57488.335601563,0.000504503951687073,9.21025429740034e-05
"IN",2023,3439.1,1290.1,6880131,400369500000,1,1,1,1,58192.1332602533,0.000499859668369687,0.000187510964544134
"IN",2024,3640.7,2491.2,6924275,412003400000,1,1,1,1,59501.3051907961,0.000525787898372032,0.000359777738463594
"KS",2010,1072.01525329375,0,2858835,143870100000,0,0,0,1,50324.7301785518,0.000374983254820144,0
"KS",2011,1272.13545100288,0,2872529,147836800000,0,0,0,1,51465.7293277109,0.000442862526715269,0
"KS",2012,2712.54013731676,0,2891164,150077100000,0,0,0,1,51908.8851410712,0.000938217319154761,0
"KS",2013,2968.7,0,2901727,150702900000,0,0,0,1,51935.5887028656,0.00102308039315897,0
"KS",2014,2968.7,0,2911564,154110100000,0,0,0,1,52930.3494616639,0.00101962381730232,0
"KS",2015,3573.7,1,2922703,158602600000,0,0,0,1,54265.7259393103,0.00122273799287851,3.42149031222126e-07
"KS",2016,4469.8,1,2927251,164643700000,1,0,1,1,56245.1597078624,0.00152696164421842,3.41617442440023e-07
"KS",2017,5132.6,4,2927448,166273600000,1,1,1,1,56798.1395399679,0.00175326769254313,1.3663778143967e-06
"KS",2018,5375.8,4,2931587,169796900000,1,1,1,1,57919.7888379229,0.00183375079777609,1.36444867575139e-06
"KS",2019,6150,10,2933756,169562300000,1,1,1,1,57797.0015229624,0.00209628885292437,3.40859976085264e-06
"KS",2020,6835.2,30,2938172,166621400000,1,1,1,0,56709.2055876919,0.00232634440733898,1.02104301586156e-05
"KS",2021,8261.3,30,2938338,170401200000,1,1,1,0,57992.3752815367,0.00281155537586214,1.02098533252471e-05
"KS",2022,8261.3,36.3,2937324,177776100000,1,1,1,0,60523.1496423275,0.00281252595900214,1.23581872479849e-05
"KS",2023,9105.3,40.2,2951500,180267500000,1,1,1,0,61076.5712349653,0.003084973742165,1.36201931221413e-05
"KS",2024,9105.3,65.9,2970606,181599600000,1,1,1,0,61132.1730313613,0.0030651321649522,2.21840257509747e-05
"KY",2010,0,0,4349159,186720600000,0,0,0,0,42932.5761601266,0,0
"KY",2011,0,0,4374302,188389800000,0,0,0,0,43067.3968098225,0,0
"KY",2012,0,0,4394147,192060100000,0,0,0,0,43708.1645197578,0,0
"KY",2013,0,0,4415978,1.96698e+11,0,0,0,0,44542.3414699983,0,0
"KY",2014,0,0,4428854,196795800000,0,0,0,0,44434.9260553633,0,0
"KY",2015,0,0,4443778,199487100000,0,0,0,0,44891.3289547768,0,0
"KY",2016,0,10,4457755,201007200000,0,0,0,0,45091.5763652332,0,2.24328165186288e-06
"KY",2017,0,26.3,4475829,2.03564e+11,0,0,0,0,45480.7366411898,0,5.87600643366849e-06
"KY",2018,0,26.3,4487302,205940100000,1,0,1,0,45893.9692492282,0,5.86098283556578e-06
"KY",2019,0,26.3,4498163,211783100000,1,0,1,0,47082.1310832889,0,5.84683125089064e-06
"KY",2020,0,29.3,4508318,206601900000,1,0,1,0,45826.824993268,0,6.49909788972295e-06
"KY",2021,0,31,4507583,2.15535e+11,1,0,1,0,47816.0912400282,0,6.877299874456e-06
"KY",2022,0,81.4,4519233,220641800000,1,1,1,0,48822.8422831927,0,1.80119060026336e-05
"KY",2023,0,85.9,4550595,226942400000,1,1,1,0,49870.9289664319,0,1.88766523938078e-05
"KY",2024,0,429.7,4588372,230966400000,1,1,1,0,50337.3309749079,0,9.36497738195595e-05
"LA",2010,0,0,4544804,253466900000,0,0,0,0,55770.6999025701,0,0
"LA",2011,0,0,4577089,241235900000,0,0,0,0,52705.0926910095,0,0
"LA",2012,0,0,4603590,242416800000,0,0,0,0,52658.2080506735,0,0
"LA",2013,0,0,4628239,236482300000,0,0,0,0,51095.5246693181,0,0
"LA",2014,0,0,4648813,243042900000,0,0,0,0,52280.6359386794,0,0
"LA",2015,0,0,4670550,239584100000,0,0,0,0,51296.7637644389,0,0
"LA",2016,0,0,4685576,235554200000,0,0,0,0,50272.1970575229,0,0
"LA",2017,0,1.1,4678580,239830700000,0,0,0,0,51261.4297500524,0,2.35114073073454e-07
"LA",2018,0,1.1,4670033,245220300000,0,0,0,0,52509.3291631986,0,2.35544374097571e-07
"LA",2019,0,1.1,4664544,246674400000,0,0,0,0,52882.854143942,0,2.35821550831121e-07
"LA",2020,0,74.5,4652301,2.25636e+11,0,0,0,0,48499.8713539816,0,1.60135812364677e-05
"LA",2021,0,74.5,4627971,242582100000,1,0,1,0,52416.512549452,0,1.60977672504862e-05
"LA",2022,0,124.5,4593687,2.40043e+11,1,1,1,0,52254.9751430605,0,2.71024125065552e-05
"LA",2023,0,344.5,4588071,248949400000,1,1,1,0,54260.145494697,0,7.50860219905054e-05
"LA",2024,0,1070.4,4597740,257055900000,1,1,1,0,55909.1858173798,0,0.000232810032755223
"MA",2010,15.7492003489386,0,6569724,462330800000,0,0,0,1,70372.9410855007,2.39723926742412e-06,0
"MA",2011,33.368663371135,0,6630673,472664300000,0,0,0,1,71284.5136534406,5.03247006316478e-06,0
"MA",2012,72.0737132887467,0,6693932,483286300000,0,0,0,1,72197.6709652862,1.07670220266275e-05,0
"MA",2013,74.5,132.8,6757991,486991800000,0,1,1,1,72061.6230474412,1.10239862704759e-05,1.96508104257611e-05
"MA",2014,84.4,290.6,6820869,496250900000,1,1,1,1,72754.7912150197,1.23737899085879e-05,4.2604542031228e-05
"MA",2015,84.4,343.6,6866661,514398700000,1,1,1,1,74912.493859825,1.22912722792053e-05,5.00388762456746e-05
"MA",2016,96.4,483.6,6909664,521662800000,1,1,1,1,75497.5639915342,1.39514743408652e-05,6.99889314444233e-05
"MA",2017,93,652.8,6959114,530129400000,1,1,1,1,76177.7145768844,1.33637701580977e-05,9.38050447226472e-05
